Country,ISO code,Period,Reference ,,Total fertility,Age-specific fertility rates,,,,,,,Mean age at childbearing ,Source type,Source,Survey name,Note on country or population,Note on age,Note on methods,Note on population data used in denominator,
Mongolia,496,Around 1995,1995,,2,31,182,152,88,50,21,7,27,Registration,UNSD,,,,,,
Mongolia,496,Around 2005,2005,,1,15,110,123,84,43,12,4,28,Registration,UNSD,,,,,,
Mongolia,496,Latest,2008,,2,19,141,161,114,64,17,2,28,Registration,UNSD,,,,,,
Montenegro,499,Around 1970,1970,,2,28,159,151,104,54,19,4,28,Registration,National statistics,,,,,,
Montenegro,499,Around 1985,1985,,2,31,133,134,81,36,8,0,27,Registration,National statistics,,,,,,
Montenegro,499,Around 1995,1990,,1,19,105,111,77,36,10,0,28,Registration,National statistics,,,,,,
Montenegro,499,Around 2005,2005,,1,16,80,106,76,34,8,1,28,Registration,National statistics,,,,,,
Montenegro,499,Latest,2009,,1,23,87,119,89,43,8,1,28,Registration,UNSD,,,,,,
Montserrat,500,..,1977,1975-1979,2,..,..,..,..,..,..,..,..,Census,National statistics,,,,,,
Montserrat,500,Around 1985,1985,,2,100,131,106,79,25,7,4,25,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Montserrat,500,Around 1995,1995,,1,51,72,70,55,37,28,0,28,Registration,UNSD,,,,,,
Montserrat,500,Around 2005,2003,,1,46,63,102,83,22,7,0,27,Registration,CARICOM,,,,,,
Montserrat,500,Latest,2004,,1,54,46,94,78,52,27,0,29,Registration,CARICOM,,,,,,
Morocco,504,Around 1970,1971,,6,66,296,365,304,220,93,33,30,Survey,National statistics,Morocco 1972-1973 Recording of Births and Deaths,,,,,
Morocco,504,Around 1985,1985,1984-1987,4,46,170,227,200,166,80,40,31,Survey,DHS,Morocco 1987 Demographic and Health Survey,,,,,
Morocco,504,Around 1995,1993,1992-1995,3,35,125,138,146,117,82,18,31,Survey,DHS,Morocco 1995 Enquête de panel sur la population et la santé,,,,,
Morocco,504,Around 2005,2002,2000-2003,2,32,104,124,125,78,28,5,29,Survey,DHS,Morocco 2003-2004 Demographic and Health Survey,,,,,
Morocco,504,Latest,2008,2006-2011,2,32,106,133,117,83,40,8,30,Survey,National statistics,Morocco 2011 Enquête Nationale sur la Population et la Santé Familiale,,,,,
Mozambique,508,Around 1970,1970,1969-1970,6,133,294,271,235,196,140,71,30,Census,National statistics,,,,,,
Mozambique,508,Around 1985,1980,1975-1980,6,131,307,279,196,177,159,49,30,Census,National statistics,,,,,,
Mozambique,508,Around 1995,1995,1994-1997,5,171,234,233,169,105,94,27,28,Survey,DHS,Mozambique 1997 Demographic and Health Survey,,,,,
Mozambique,508,Around 2005,2002,2001-2004,5,179,246,226,191,148,75,43,28,Survey,DHS,Mozambique 2003 Demographic and Health Survey,,,,,
Mozambique,508,Latest,2010,2008-2011,5,167,264,251,214,168,84,36,29,Survey,DHS,Mozambique 2011 Demographic and Health Survey,,,Preliminary data.,,
Myanmar,104,Around 1970,1973,,5,..,..,..,..,..,..,..,..,Census,National statistics,,,,,,
Myanmar,104,Around 1985,1989,1986-1991,3,43,141,175,154,117,59,14,30,Survey,National statistics,Myanmar 1991 Population Change and Fertility Survey,,,"Births to ever-married women, recalculated to all women irrespective of marital status.",,
Myanmar,104,Around 1995,1995,1994-1997,2,28,106,141,128,91,66,6,30,Survey,National statistics,Myanmar 1997 Fertility and Reproductive Health Survey,,,,,
Myanmar,104,Around 2005,2005,2003-2006,1,18,68,97,90,67,28,4,30,Survey,National statistics,Myanmar  2007  Fertility and Reproductive Health Survey,,,,,
Myanmar,104,Latest,2006,,1,17,67,98,97,65,30,6,30,Survey,National statistics,Myanmar  2007  Fertility and Reproductive Health Survey,,,,,
Namibia,516,Around 1985,1988,1986-1989,5,185,254,218,184,132,71,..,27,Survey,National statistics,Namibia 1989 Southern African Demographic and Health Survey,,,Estimates based on the own-children method.,,
Namibia,516,..,1991,1989-1992,5,109,207,241,208,166,105,37,30,Survey,DHS,Namibia 1992 Demographic and Health Survey,,,,,
Namibia,516,Around 1995,1999,1997-2000,4,88,166,176,160,137,71,38,30,Survey,DHS,Namibia 2000 Demographic and Health Survey,,,,,
Namibia,516,Around 2005,2001,,3,50,134,143,135,102,59,22,30,Census,UNSD,,,,,,
Namibia,516,Latest,2005,2003-2006,3,78,169,159,145,110,44,8,28,Survey,DHS,Namibia 2006-2007 Demographic and Health Survey,,,,,
Nauru,520,Around 1970,1968,,5,65,204,292,221,199,38,17,29,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Nauru,520,..,1992,,3,70,202,270,124,84,25,..,27,Registration,National statistics,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Nauru,520,Around 1995,1995,,3,82,190,178,146,104,9,..,27,Registration,National statistics,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Nauru,520,Around 2005,2002,,3,113,271,213,109,44,13,..,25,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Nauru,520,Latest,2005,2003-2007,3,69,200,155,141,56,50,..,28,Survey,National statistics,Nauru 2007 Demographic Health Survey (national),,,,,
Nepal,524,Around 1970,1971,1970-1971,6,75,268,310,261,196,109,43,30,Census,National statistics,,,,,,
Nepal,524,Around 1985,1985,1983-1986,5,99,261,230,200,114,68,49,29,Survey,National statistics,Nepal 1986 Fertility and Family Planning Survey,,,,,
Nepal,524,Around 1995,1994,1993-1996,4,127,266,229,160,94,37,15,27,Survey,DHS,Nepal 1996 Demographic and Health Survey,,,,,
Nepal,524,Around 2005,2004,2003-2006,3,98,234,144,84,48,16,2,26,Survey,DHS,Nepal 2006 Demographic and Health Survey,,,,,
Nepal,524,Latest,2009,2008-2011,2,81,187,126,71,36,14,5,26,Survey,DHS,Nepal 2011 Demographic and Health Survey,,,,,
Netherlands,528,Around 1970,1970,,2,23,137,185,108,49,14,1,28,Registration,UNSD,,,,,,
Netherlands,528,Around 1985,1985,,1,7,61,131,81,19,3,0,28,Registration,UNSD,,,,,,
Netherlands,528,Around 1995,1995,,1,6,39,106,113,39,5,0,30,Registration,UNSD,,,,,,
Netherlands,528,Around 2005,2005,,1,4,35,99,125,62,10,0,31,Registration,UNSD,,,,,,
Netherlands,528,Latest,2010,,1,5,39,115,136,57,9,0,30,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Netherlands Antilles,530,Around 1970,1971,,3,49,151,169,130,83,30,4,28,Registration,UNSD,,,,,,
Netherlands Antilles,530,Around 1985,1989,,2,43,116,136,92,52,10,0,27,Registration,UNSD,,,,Unrevised data.,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Netherlands Antilles,530,Around 1995,1991,,2,49,122,123,109,49,10,0,27,Registration,UNSD,,,,Unrevised data.,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Netherlands Antilles,530,Around 2005,2004,,1,41,96,104,81,42,10,0,27,Registration,UNSD,,,,,,
Netherlands Antilles,530,Latest,2007,,1,34,88,104,83,51,12,1,28,Registration,UNSD,,Data pertain to resident population only.,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
New Caledonia,540,Around 1970,1970,,5,127,311,243,180,126,62,8,27,Registration,UNSD,,,,,,
New Caledonia,540,Around 1985,1985,,2,46,169,162,114,63,26,4,28,Registration,National statistics,,,,,,
New Caledonia,540,Around 1995,1995,,2,33,132,164,116,54,11,1,28,Registration,National statistics,,,,,,
New Caledonia,540,Around 2005,2005,,2,21,106,129,106,60,17,1,29,Registration,National statistics,,,,,,
New Caledonia,540,Latest,2007,,2,20,92,134,113,62,16,1,29,Registration,National statistics,,,,,,
New Zealand,554,Around 1970,1970,,3,62,209,200,100,45,12,1,26,Registration,UNSD,,,,,,
New Zealand,554,Around 1985,1985,,1,29,104,145,79,22,4,0,27,Registration,UNSD,,,,,,
New Zealand,554,Around 1995,1995,,1,33,83,123,106,44,7,0,28,Registration,National statistics,,,,,,
New Zealand,554,Around 2005,2005,,2,27,69,107,120,64,12,1,29,Registration,UNSD,,,,,,
New Zealand,554,Latest,2011,,2,26,72,105,122,71,15,1,29,Registration,UNSD,,,,,,
Nicaragua,558,Around 1970,1971,1970-1971,6,101,263,280,241,192,90,33,29,Census,National statistics,,,,,,
Nicaragua,558,Around 1985,1983,1980-1985,5,182,275,264,208,150,62,17,28,Survey,National statistics,Nicaragua 1985-1986 Encuesta Socio-demográfica,,,,,
Nicaragua,558,Around 1995,1997,1995-1998,3,130,192,162,122,78,32,9,27,Survey,LSMS,Nicaragua 1998-1999 Living Standards Measurement Survey,,,,,
Nicaragua,558,Around 2005,2000,1998-2001,3,119,178,145,108,64,26,6,26,Survey,DHS,Nicaragua 2001 Demographic and Health Survey,,,,,
Nicaragua,558,Latest,2005,2004-2007,2,106,149,128,86,55,14,2,26,Survey,RHS,Nicaragua 2006-2007 Reproductive and Health Survey,,,,,
Niger,562,..,1960,,7,175,341,306,259,191,99,47,29,Survey,National statistics,Niger 1959-1960 Enquête démographique,,,,,
Niger,562,Around 1985,1988,1987-1988,7,211,342,343,272,206,87,40,28,Census,National statistics,,,,,,
Niger,562,Around 1995,1996,1995-1998,7,218,311,308,273,195,97,38,28,Survey,DHS,Niger 1998 Demographic and Health Survey,,,,,
Niger,562,Around 2005,2001,,7,153,287,306,248,213,132,75,30,Census,National statistics,,,,,,
Niger,562,Latest,2004,2003-2006,7,199,300,298,267,207,93,39,29,Survey,DHS,Niger 2006 Demographic and Health Survey,,,,,
Nigeria,566,Around 1970,1972,1970-1973,7,170,355,335,304,181,99,21,28,Survey,National statistics,"Nigeria 1971-1973 National Fertility, Family Planning and KAP survey",,,,,
Nigeria,566,Around 1985,1988,1987-1990,6,146,258,263,220,159,92,64,29,Survey,DHS,Nigeria 1990 Demographic and Health Survey,,,,,
Nigeria,566,Around 2005,2001,2000-2003,5,126,229,274,244,168,72,18,29,Survey,DHS,Nigeria 2003 Demographic and Health Survey,,,,,
Nigeria,566,Latest,2007,2005-2008,5,121,225,265,241,161,87,44,29,Survey,DHS,Nigeria 2008 Demographic and Health Survey,,,,,
Niue,570,Around 1970,1969,1967-1971,6,100,309,365,278,135,54,5,28,Registration,National statistics,,,,,,
Niue,570,Around 1985,1986,,4,..,..,..,..,..,..,..,..,Census,National statistics,,,,,,
Niue,570,Around 1995,1994,1991-1997,3,35,170,191,112,71,26,0,28,Registration,National statistics,,,,,,
Niue,570,Around 2005,2001,,3,35,170,137,135,98,20,15,29,Census,National statistics,,,,,,
Niue,570,Latest,2009,,2,16,143,190,143,32,25,15,29,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Northern Mariana Islands,580,Around 1970,1968,,7,114,315,442,326,238,115,..,29,Registration,National statistics,,,,,,
Northern Mariana Islands,580,Around 1985,1988,1986-1990,4,107,234,216,164,88,23,2,27,Census,National statistics,,,,Estimates based on the own-children method.,,
Northern Mariana Islands,580,Around 1995,1995,,2,78,82,92,99,56,17,2,27,Census,National statistics,,,,,,
Northern Mariana Islands,580,Around 2005,2001,,..,70,78,81,61,38,11,..,26,Registration,National statistics,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Northern Mariana Islands,580,Latest,2002,,1,54,92,68,53,35,10,..,26,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Norway,578,Around 1970,1970,,2,45,168,148,88,41,10,1,27,Registration,UNSD,,,,,,
Norway,578,Around 1985,1985,,1,18,94,126,71,23,4,0,27,Registration,UNSD,,,,,,
Norway,578,Around 1995,1995,,1,14,78,134,104,40,6,0,28,Registration,UNSD,,,,,,
Norway,578,Around 2005,2005,,1,8,59,124,119,49,9,0,29,Registration,UNSD,,,Age classification based on year of birth of mother rather than the exact age of mother at birth of child.,,,
Norway,578,Latest,2010,,1,8,61,125,131,57,11,1,30,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Oman,512,Around 1985,1987,1984-1989,7,128,355,385,328,196,90,21,29,Survey,National statistics,Oman 1984-1989 Demographic and Social Survey,Data pertain to nationals of the country.,,,,
Oman,512,Around 1995,1993,1991-1995,7,100,293,340,315,231,120,79,30,Survey,GFHS,Oman 1995 Family Health Survey,Data pertain to nationals of the country.,,,,
Oman,512,Around 2005,2007,,2,8,75,140,136,99,45,14,31,Registration,National statistics,,Data refer to total population.,,,,
Oman,512,Latest,2010,,2,12,105,170,156,100,42,10,30,Registration,National statistics,,Data refer to total population.,,,,
Pakistan,586,Around 1970,1973,1970-1975,6,104,266,314,264,204,93,8,29,Survey,National statistics,Pakistan 1975 World Fertility Survey,Adjusted estimate.,,,,
Pakistan,586,Around 1985,1985,,7,59,273,351,327,235,109,48,30,Survey,National statistics,Pakistan 1985 Demographic Survey,,,,,
Pakistan,586,Around 1995,1996,,5,55,258,296,255,143,66,23,29,Survey,National statistics,Pakistan 1996 Demographic Survey,,,,,
Pakistan,586,Around 2005,2005,,3,20,158,226,180,107,50,18,30,Survey,National statistics,Pakistan 2005 Demographic Survey,,,,,
Pakistan,586,Latest,2007,,3,16,150,225,173,103,53,18,30,Survey,National statistics,Pakistan 2007 Demographic Survey,,,,,
Palau,585,Around 1970,1971,1969-1973,6,77,216,297,258,237,145,73,31,Census,National statistics,,,,Estimates based on the own-children method.,,
Palau,585,Around 1985,1980,1979-1980,3,56,167,117,117,54,41,57,29,Census,National statistics,,,,,,
Palau,585,Around 1995,1995,,2,79,135,134,121,84,11,3,27,Registration,UNSD,,,,,,
Palau,585,Around 2005,2004,,1,24,114,105,75,44,19,0,28,Registration,National statistics,,,,,,
Palau,585,Latest,2005,,2,31,117,87,93,48,25,3,28,Registration,National statistics,,,,,,
Panama,591,Around 1970,1970,,5,132,275,247,184,123,44,9,27,Registration,UNSD,,,,,,
Panama,591,Around 1985,1985,,3,98,185,163,105,61,22,5,27,Registration,UNSD,,,,,,
Panama,591,Around 1995,1995,,2,94,150,133,101,48,15,3,26,Registration,UNSD,,,,,,
Panama,591,Around 2005,2005,,2,84,136,115,82,45,14,1,26,Registration,National statistics,,,,,,
Panama,591,Latest,2010,,2,86,133,117,85,45,12,1,26,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Papua New Guinea,598,Around 1970,1970,,7,78,316,327,291,224,127,59,30,Census,National statistics,,,,,,
Papua New Guinea,598,..,1979,,5,87,258,283,233,168,97,63,30,Survey,National statistics,Papua New Guinea 1979-1980 Demographic Survey,,,,,
Papua New Guinea,598,Around 1995,1994,1992-1997,4,77,229,234,189,122,82,35,29,Survey,National statistics,Papua New Guinea 1996 Demographic and Health Survey (national),,,,,
Papua New Guinea,598,Around 2005,2000,,4,70,188,205,176,134,90,48,30,Census,National statistics,,,,,,
Papua New Guinea,598,Latest,2004,2001-2006,4,65,209,208,177,127,60,31,29,Survey,National statistics,Papua New Guinea 2006 Demographic and Health Survey (national),,,,,
Paraguay,600,Around 1970,1972,1971-1972,5,63,228,273,253,210,117,28,30,Census,National statistics,,,,,,
Paraguay,600,Around 1985,1988,1987-1990,4,97,209,214,196,142,71,13,29,Survey,DHS,Paraguay 1990 Demographic and Health Survey,,,,,
Paraguay,600,Around 1995,1997,1995-1998,4,87,216,214,167,132,37,15,28,Survey,National statistics,Paraguay 1977 Encuesta Demográfica Nacional,,,,,
Paraguay,600,Around 2005,2003,2001-2004,2,65,150,142,122,69,36,..,28,Survey,RHS,Paraguay 2004 Encuesta Nacional de Demografía y Salud Sexual y Reproductiva,,,,,
Paraguay,600,Latest,2007,2005-2008,2,63,120,133,97,49,30,..,27,Survey,RHS,Paraguay 2008 Encuesta Nacional de Demografía y Salud Sexual y Reproductiva,,,,,
Peru,604,Around 1970,1969,1968-1969,6,87,255,324,273,176,76,45,29,Survey,National statistics,Peru 1969 Estudio sobre la Población Peruana,,,,,
Peru,604,Around 1985,1985,1983-1986,4,79,184,199,161,122,64,14,29,Survey,DHS,Peru 1986 Demographic and Health Survey,,,,,
Peru,604,Around 1995,1995,1993-1996,3,75,179,162,140,99,44,7,28,Survey,DHS,Peru 1996 Demographic and Health Survey,,,,,
Peru,604,Around 2005,2006,2005-2008,2,63,122,122,99,64,27,4,28,Survey,DHS,Peru 2007-2008 Demographic and Health Survey (Continuous),,,,,
Peru,604,Latest,2008,2007-2010,2,61,124,124,108,72,25,3,28,Survey,DHS,Peru 2010 Demographic and Health Survey (Continuous),,,,,
Philippines,608,Around 1970,1968,1966-1971,5,56,227,302,272,199,100,22,30,Survey,National statistics,Philippines 1973 National Demographic Survey,,,,,
Philippines,608,Around 1985,1985,1983-1986,4,48,192,229,198,140,62,15,30,Survey,CPS,Philippines 1986 Contraceptive Prevalence Survey,,,,,
Philippines,608,Around 1995,1996,1995-1998,3,46,177,210,155,111,40,7,29,Survey,DHS,Philippines 1998 Demographic and Health Survey,,,,,
Philippines,608,Around 2005,2002,2000-2003,3,53,178,191,142,95,43,5,28,Survey,DHS,Philippines 2003 Demographic and Health Survey,,,,,
Philippines,608,Latest,2007,2005-2008,3,54,163,172,136,84,38,6,28,Survey,DHS,Philippines 2008 Demographic and Health Survey,,,,,
Poland,616,Around 1970,1970,,2,30,162,132,73,37,11,1,27,Registration,UNSD,,,,,,
Poland,616,Around 1985,1985,,2,35,183,141,70,30,7,0,26,Registration,UNSD,,,,,,
Poland,616,Around 1995,1995,,1,22,113,104,54,23,6,0,26,Registration,UNSD,,,,,,
Poland,616,Around 2005,2005,,1,12,54,84,54,21,4,0,28,Registration,UNSD,,,,,,
Poland,616,Latest,2010,,1,15,54,94,74,32,6,0,28,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Portugal,620,Around 1970,1970,,3,31,154,188,128,81,35,3,29,Registration,National statistics,,,,,,
Portugal,620,Around 1985,1985,,1,34,111,108,62,28,9,1,27,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Portugal,620,Around 1995,1995,,1,20,63,97,70,25,5,0,28,Registration,UNSD,,,,,,
Portugal,620,Around 2005,2005,,1,19,48,84,85,38,7,0,29,Registration,UNSD,,Data pertain to resident population only.,,,,
Portugal,620,Latest,2009,,1,15,44,73,82,42,8,0,29,Registration,UNSD,,Data pertain to resident population only.,,,,
Puerto Rico,630,Around 1970,1970,,3,72,194,182,103,56,21,3,27,Registration,UNSD,,,,,,
Puerto Rico,630,Around 1985,1985,,2,65,148,150,82,31,7,1,26,Registration,UNSD,,,,,,
Puerto Rico,630,Around 1995,1995,,2,75,124,110,71,28,6,..,25,Registration,National statistics,,,,,,
Puerto Rico,630,Around 2005,2005,,1,61,110,93,58,24,5,0,26,Registration,UNSD,,,,,,
Puerto Rico,630,Latest,2008,,1,55,106,82,52,23,5,0,25,Registration,UNSD,,,,,,
Qatar,634,Around 1985,1985,1983-1987,4,43,169,261,215,131,51,27,30,Survey,GCHS,Qatar 1987 Child Health Survey,,,,,
Qatar,634,..,1988,,4,65,267,284,182,78,29,8,27,Registration,UNSD,,,,,,
Qatar,634,Around 1995,1996,,3,26,173,201,126,78,34,10,29,Registration,UNSD,,,,,,
Qatar,634,Around 2005,2005,,2,18,123,139,106,82,32,5,29,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Qatar,634,Latest,2010,,2,16,85,102,102,67,29,4,30,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Republic of Korea,410,Around 1970,1970,,4,13,174,298,207,111,43,8,29,Census,UNSD,,,,,,
Republic of Korea,410,Around 1985,1985,,1,10,119,154,38,8,2,0,26,Registration,UNSD,,,,,,
Republic of Korea,410,Around 1995,1996,,1,3,58,180,72,16,2,0,28,Registration,UNSD,,,,,,
Republic of Korea,410,Around 2005,2005,,1,2,19,97,87,20,3,0,30,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Republic of Korea,410,Latest,2010,,1,2,17,85,119,35,4,0,31,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Republic of Moldova,498,Around 1970,1969,,2,28,164,135,100,62,21,3,28,Registration,Eurostat,,,,,,
Republic of Moldova,498,Around 1985,1987,,2,49,200,149,79,41,6,1,26,Registration,UNSD,,,,"Excluding infants born alive of less than 28 weeks' gestation, of less than 1 000 grams in weight and 35 centimeters in length, who die within seven days of birth.",The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Republic of Moldova,498,Around 1995,1995,,1,61,142,90,40,14,3,0,24,Registration,UNSD,,,,"Excluding infants born alive of less than 28 weeks' gestation, of less than 1 000 grams in weight and 35 centimeters in length, who die within seven days of birth.",The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Republic of Moldova,498,Around 2005,2005,,1,29,87,71,38,16,2,0,26,Registration,National statistics,,,,,,
Republic of Moldova,498,Latest,2010,,1,26,84,84,52,21,4,0,26,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Réunion,638,Around 1970,1970,,4,62,239,217,171,125,59,8,29,Registration,UNSD,,,,,,
Réunion,638,Around 1985,1985,,2,60,149,146,107,60,20,3,27,Registration,UNSD,,,,,,
Réunion,638,Around 1995,1995,,2,40,110,132,96,55,16,1,28,Registration,UNSD,,,,,,
Réunion,638,Around 2005,2005,,2,37,97,142,126,66,21,1,29,Registration,National statistics,,,,,,
Réunion,638,Latest,2007,,2,43,98,134,127,62,17,1,28,Registration,UNSD,,,,Excluding live-born infants who died before their birth was registered.,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Romania,642,Around 1970,1970,,2,66,201,152,95,49,14,1,26,Registration,UNSD,,,,,,
Romania,642,Around 1985,1985,,2,57,191,121,55,21,5,0,25,Registration,UNSD,,,,,,
Romania,642,Around 1995,1995,,1,42,110,73,29,11,3,0,25,Registration,UNSD,,,,,,
Romania,642,Around 2005,2005,,1,34,73,84,52,19,4,0,26,Registration,UNSD,,,,,,
Romania,642,Latest,2010,,1,37,63,81,57,23,5,0,27,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Russian Federation,643,Around 1970,1970,,2,30,153,110,68,32,8,1,26,Registration,Eurostat,,,,,,
Russian Federation,643,Around 1985,1985,,2,47,164,112,60,23,4,0,25,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Russian Federation,643,Around 1995,1995,,1,44,113,67,30,11,2,0,24,Registration,UNSD,,,,,,
Russian Federation,643,Around 2005,2005,,1,28,87,78,46,18,3,0,26,Registration,National statistics,,,,,,
Russian Federation,643,Latest,2010,,1,28,87,95,67,30,6,0,27,Registration,UNSD,,,,"Excluding infants born alive of less than 28 weeks' gestation, of less than 1 000 grams in weight and 35 centimeters in length, who die within seven days of birth.",The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Rwanda,646,Around 1970,1969,,7,47,336,383,349,252,118,47,30,Survey,National statistics,Rwanda 1970 Enquête démographique,,,,,
Rwanda,646,Around 1985,1982,1980-1983,8,79,327,378,367,296,184,68,31,Survey,WFS,Rwanda 1983 World Fertility Survey,,,,,
Rwanda,646,Around 1995,1991,1989-1992,6,60,227,294,270,214,135,46,31,Survey,DHS,Rwanda 1992 Demographic and Health Survey,,,,,
Rwanda,646,Around 2005,2003,2002-2005,6,42,235,305,273,211,117,32,31,Survey,DHS,Rwanda 2005 Demographic and Health Survey,,,,,
Rwanda,646,Latest,2006,2007-2010,4,41,189,226,200,148,88,20,30,Survey,DHS,Rwanda 2010 Demographic and Health Survey ,,,,,
Saint Kitts and Nevis,659,Around 1970,1970,,5,147,255,258,183,136,38,0,27,Registration,UNSD,,,,,,
Saint Kitts and Nevis,659,Around 1985,1985,,2,95,151,147,89,65,21,0,27,Registration,UNSD,,Including Anguilla.,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Saint Kitts and Nevis,659,Around 1995,1995,,2,60,127,115,85,49,6,0,27,Registration,UNSD,,,,,,
Saint Kitts and Nevis,659,Around 2005,2000,,2,86,140,123,80,57,20,0,26,Registration,UNSD,,,,,,
Saint Kitts and Nevis,659,Latest,2001,,2,74,127,88,83,36,8,0,26,Registration,CARICOM,,,,,,
Saint Lucia,662,Around 1970,1970,,6,159,324,349,254,134,36,2,27,Registration,UN-ECLAC,,,,,,
Saint Lucia,662,Around 1985,1985,,3,127,226,205,133,75,27,0,26,Registration,UNSD,,,,,,
Saint Lucia,662,Around 1995,1995,,3,86,151,144,118,81,19,2,27,Registration,UNSD,,,,,,
Saint Lucia,662,Around 2005,2002,,1,51,96,84,76,46,14,1,27,Registration,CARICOM,,,,,,
Saint Lucia,662,Latest,2004,,1,49,75,76,67,42,17,0,28,Registration,UNSD,,,,,,
Saint Pierre and Miquelon,666,Around 1970,1969,,3,95,200,172,127,98,67,0,28,Registration,UNSD,,,Age classification based on year of birth of mother rather than the exact age of mother at birth of child.,Excluding live-born infants who died before their birth was registered.,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Saint Pierre and Miquelon,666,..,1977,,2,45,148,92,60,41,15,0,26,Registration,UNSD,,,Age classification based on year of birth of mother rather than the exact age of mother at birth of child.,Excluding live-born infants who died before their birth was registered.,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Saint Vincent and the Grenadines,670,Around 1970,1970,,6,181,345,286,217,136,52,6,27,Registration,UN-ECLAC,,,,,,
Saint Vincent and the Grenadines,670,Around 1985,1986,,2,104,173,145,89,48,20,2,26,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Saint Vincent and the Grenadines,670,Around 1995,1994,,2,94,142,133,105,60,11,2,26,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Saint Vincent and the Grenadines,670,Around 2005,2003,,2,72,107,97,80,49,15,2,27,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Saint Vincent and the Grenadines,670,Latest,2009,,2,70,104,97,82,48,19,1,27,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Samoa,882,Around 1970,1970,,7,61,300,365,303,240,100,31,30,Registration,UNSD,,,,,,
Samoa,882,Around 1985,1981,1980-1981,6,39,274,363,311,213,111,30,30,Census,National statistics,,,,Adjusted estimate.,,
Samoa,882,Around 1995,1991,,4,25,159,241,216,175,98,38,31,Census,National statistics,,,,Adjusted estimate.,,
Samoa,882,Around 2005,2001,,4,44,202,224,198,141,57,7,29,Census,National statistics,,,,,,
Samoa,882,Latest,2006,,4,29,177,214,199,141,65,14,30,Census,National statistics,,,,,,
San Marino,674,Around 1970,1970,,2,29,133,135,79,33,12,0,27,Registration,UNSD,,,,,,
San Marino,674,Around 1985,1985,,1,12,59,85,48,18,4,0,27,Registration,UNSD,,,,,,
San Marino,674,Around 1995,1997,,1,3,30,90,87,35,2,0,30,Registration,UNSD,,,,,,
